iter	Passed	Remaining
1454	22978	8606
1455	22994	8591
1456	23012	8576
1457	23029	8560
1458	23047	8545
1459	23062	8530
1460	23079	8514
1461	23100	8500
1462	23115	8484
1463	23132	8469
1464	23153	8455
1465	23165	8438
1466	23176	8420
1467	23188	8403
1468	23200	8386
1469	23212	8369
1470	23229	8353
1471	23247	8338
1472	23263	8323
1473	23278	8306
1474	23289	8289
1475	23301	8272
1476	23315	8255
1477	23325	8238
1478	23334	8219
1479	23347	8203
1480	23360	8186
1481	23373	8169
1482	23386	8153
1483	23405	8138
1484	23421	8122
1485	23449	8110
1486	23462	8094
1487	23472	8076
1488	23489	8061
1489	23502	8044
1490	23517	8028
1491	23531	8012
1492	23545	7995
1493	23555	7978
1494	23569	7961
1495	23584	7945
1496	23599	7929
1497	23610	7912
1498	23626	7896
1499	23640	7880
1500	23655	7864
1501	23669	7847
1502	23685	7832
1503	23704	7817
1504	23723	7802
1505	23743	7788
1506	23754	7770
1507	23766	7754
1508	23783	7738
1509	23793	7721
1510	23811	7706
1511	23828	7690
1512	23838	7673
1513	23852	7656
1514	23868	7641
1515	23884	7625
1516	23900	7609
1517	23925	7596
1518	23944	7582
1519	23955	7565
1520	23968	7548
1521	23987	7533
1522	24016	7521
1523	24030	7505
1524	24041	7488
1525	24051	7470
1526	24062	7453
1527	24080	7438
1528	24092	7421
1529	24112	7407
1530	24123	7389
1531	24138	7373
1532	24151	7357
1533	24169	7342
1534	24185	7326
1535	24201	7310
1536	24221	7296
1537	24238	7281
1538	24254	7265
1539	24273	7250
1540	24297	7237
1541	24317	7222
1542	24334	7207
1543	24347	7190
1544	24363	7174
1545	24379	7159
1546	24391	7142
1547	24407	7126
1548	24420	7110
1549	24438	7095
1550	24454	7079
1551	24466	7062
1552	24480	7046
1553	24492	7029
1554	24509	7013
1555	24520	6996
1556	24533	6980
1557	24552	6965
1558	24571	6950
1559	24585	6934
1560	24597	6917
1561	24614	6902
1562	24630	6886
1563	24651	6872
1564	24664	6855
1565	24677	6839
1566	24687	6821
1567	24707	6807
1568	24725	6791
1569	24745	6777
1570	24759	6761
1571	24777	6746
1572	24800	6732
1573	24815	6716
1574	24829	6700
1575	24843	6683
1576	24873	6671
1577	24895	6657
1578	24908	6641
1579	24920	6624
1580	24938	6609
1581	24950	6592
1582	24966	6576
1583	24982	6561
1584	24993	6544
1585	25005	6527
1586	25015	6510
1587	25027	6493
1588	25043	6477
1589	25063	6463
1590	25075	6446
1591	25092	6430
1592	25121	6418
1593	25136	6402
1594	25150	6386
1595	25164	6369
1596	25177	6353
1597	25193	6337
1598	25206	6321
1599	25219	6304
1600	25233	6288
1601	25249	6272
1602	25271	6258
1603	25293	6244
1604	25309	6228
1605	25323	6212
1606	25335	6196
1607	25353	6180
1608	25366	6164
1609	25386	6149
1610	25404	6134
1611	25416	6117
1612	25429	6101
1613	25444	6085
1614	25456	6068
1615	25473	6053
1616	25489	6037
1617	25503	6021
1618	25518	6005
1619	25532	5988
1620	25549	5973
1621	25564	5957
1622	25581	5942
1623	25597	5926
1624	25608	5909
1625	25622	5893
1626	25638	5877
1627	25656	5862
1628	25673	5847
1629	25686	5830
1630	25704	5815
1631	25723	5800
1632	25738	5784
1633	25754	5768
1634	25766	5752
1635	25785	5737
1636	25801	5721
